사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022092300100507,2022년 9월 23일 18시,금요일,전라북도 전주시 덕진구 진북동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,73세,중상
2022092300100651,2022년 9월 23일 22시,금요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승용,여,43세,경상
2022092300100652,2022년 9월 23일 22시,금요일,전라북도 전주시 덕진구 금암동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,기타불명,미분류,기타불명,승용,여,55세,중상
2022092300100674,2022년 9월 23일 23시,금요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,23세,경상
2022092400100035,2022년 9월 24일 03시,토요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,44세,상해없음,승용,남,23세,경상
2022092400100094,2022년 9월 24일 08시,토요일,전라북도 전주시 완산구 서서학동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,기타 - 기타,이륜,남,68세,상해없음,보행자,여,71세,중상
2022092400100241,2022년 9월 24일 12시,토요일,전라북도 전주시 덕진구 송천동1가,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,47세,상해없음,보행자,여,78세,사망
2022092400100242,2022년 9월 24일 12시,토요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,남,31세,경상
2022092400100302,2022년 9월 24일 13시,토요일,전라북도 전주시 덕진구 팔복동3가,경상사고,0,0,2,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,57세,상해없음,승용,남,51세,경상
2022092500100080,2022년 9월 25일 08시,일요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,남,42세,경상
2022092500100339,2022년 9월 25일 18시,일요일,전라북도 전주시 완산구 동서학동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,49세,상해없음,이륜,남,17세,중상
2022092500100413,2022년 9월 25일 20시,일요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,54세,상해없음,자전거,여,22세,경상
2022092500100455,2022년 9월 25일 22시,일요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,18세,상해없음,승용,남,25세,경상
2022092600100064,2022년 9월 26일 07시,월요일,전라북도 전주시 덕진구 장동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,승용,남,36세,경상
2022092600100158,2022년 9월 26일 09시,월요일,전라북도 전주시 덕진구 산정동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,기타불명,여,76세,경상
2022092600100417,2022년 9월 26일 17시,월요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,16세,상해없음,보행자,여,67세,경상
2022092600100563,2022년 9월 26일 21시,월요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,23세,상해없음,보행자,남,64세,중상
2022092700100004,2022년 9월 27일 00시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승용,남,67세,경상
2022092700100172,2022년 9월 27일 10시,화요일,전라북도 전주시 완산구 남노송동,중상사고,0,1,3,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,이륜,남,32세,중상,승용,남,24세,경상
2022092700100236,2022년 9월 27일 12시,화요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,57세,상해없음,승용,남,37세,경상
2022092700100260,2022년 9월 27일 13시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,50세,상해없음,보행자,남,68세,경상
2022092700100299,2022년 9월 27일 14시,화요일,전라북도 전주시 완산구 서신동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,63세,경상
2022092700100475,2022년 9월 27일 18시,화요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,23세,기타불명,승용,여,32세,경상
2022092700100530,2022년 9월 27일 19시,화요일,전라북도 전주시 완산구 서노송동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승용,남,48세,경상
2022092700100639,2022년 9월 27일 22시,화요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,5,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,21세,상해없음,승용,남,19세,경상
2022092800100172,2022년 9월 28일 10시,수요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,승용,남,75세,경상
2022092800100201,2022년 9월 28일 11시,수요일,전라북도 전주시 덕진구 중동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,57세,상해없음,승용,남,26세,경상
2022092800100416,2022년 9월 28일 17시,수요일,전라북도 전주시 덕진구 여의동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,47세,상해없음,화물,남,61세,경상
2022092800100505,2022년 9월 28일 19시,수요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,70세,중상
2022092800100536,2022년 9월 28일 20시,수요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,기타불명,이륜,남,41세,경상
2022092800100537,2022년 9월 28일 20시,수요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,62세,경상
2022092800100559,2022년 9월 28일 21시,수요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,61세,기타불명,보행자,남,68세,중상
2022092800100602,2022년 9월 28일 23시,수요일,전라북도 전주시 완산구 상림동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,경상,승용,남,52세,상해없음
2022092900100274,2022년 9월 29일 13시,목요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,61세,상해없음,승용,여,51세,경상
2022092900100275,2022년 9월 29일 13시,목요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,61세,상해없음,보행자,여,34세,경상
2022092900100360,2022년 9월 29일 15시,목요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,65세,상해없음,승용,남,22세,경상
2022092900100451,2022년 9월 29일 17시,목요일,전라북도 전주시 덕진구 인후동2가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,41세,상해없음,보행자,남,83세,중상
2022092900100500,2022년 9월 29일 18시,목요일,전라북도 전주시 덕진구 산정동,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,57세,경상
2022092900100591,2022년 9월 29일 21시,목요일,전라북도 전주시 덕진구 송천동2가,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,30세,상해없음,승용,남,30세,중상
2022093000100010,2022년 9월 30일 00시,금요일,전라북도 전주시 완산구 효자동3가,중상사고,0,1,0,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,이륜,남,41세,중상
2022093000100152,2022년 9월 30일 09시,금요일,전라북도 전주시 완산구 남노송동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,보행자,여,63세,중상
2022093000100352,2022년 9월 30일 15시,금요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,79세,상해없음,승용,여,50세,경상
2022093000100353,2022년 9월 30일 15시,금요일,전라북도 전주시 완산구 서신동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,여,51세,경상
2022100100100008,2022년 10월 1일 00시,토요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,63세,경상
2022100100100260,2022년 10월 1일 12시,토요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,승용,남,43세,경상
2022100100100455,2022년 10월 1일 17시,토요일,전라북도 전주시 완산구 전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,25세,상해없음,승용,남,22세,경상
2022100100100494,2022년 10월 1일 18시,토요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,19세,상해없음,이륜,남,30세,경상
2022100100100548,2022년 10월 1일 19시,토요일,전라북도 전주시 덕진구 용정동,중상사고,0,1,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,승용,남,49세,중상
2022100100100585,2022년 10월 1일 20시,토요일,전라북도 전주시 완산구 평화동2가,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,승용,남,60세,경상
2022100100100664,2022년 10월 1일 23시,토요일,전라북도 전주시 완산구 효자동1가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,이륜,남,19세,중상
2022100200100119,2022년 10월 2일 11시,일요일,전라북도 전주시 덕진구 팔복동2가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,승용,여,66세,중상
2022100200100197,2022년 10월 2일 14시,일요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,58세,상해없음,승용,남,55세,경상
2022100200100394,2022년 10월 2일 20시,일요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,39세,상해없음,승용,남,38세,경상
2022100300100011,2022년 10월 3일 00시,월요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,2,0,차대차 - 정면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,남,68세,경상
2022100300100119,2022년 10월 3일 10시,월요일,전라북도 전주시 덕진구 팔복동1가,경상사고,0,0,6,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,64세,상해없음,승합,남,61세,상해없음
2022100300100355,2022년 10월 3일 18시,월요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,남,34세,경상
2022100400100088,2022년 10월 4일 08시,화요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,승용,여,53세,경상
2022100400100158,2022년 10월 4일 10시,화요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,화물,남,59세,상해없음,승용,남,50세,경상
2022100400100192,2022년 10월 4일 11시,화요일,전라북도 전주시 완산구 평화동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,여,32세,경상
2022100400100193,2022년 10월 4일 11시,화요일,전라북도 전주시 완산구 삼천동3가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,여,55세,경상
2022100400100288,2022년 10월 4일 14시,화요일,전라북도 전주시 덕진구 진북동,중상사고,0,1,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,60세,상해없음,보행자,남,80세,중상
2022100500100102,2022년 10월 5일 08시,수요일,전라북도 전주시 완산구 고사동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,경상,승용,남,31세,경상
2022100500100224,2022년 10월 5일 12시,수요일,전라북도 전주시 완산구 풍남동3가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,41세,상해없음,자전거,남,58세,경상
2022100500100508,2022년 10월 5일 19시,수요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,27세,상해없음,보행자,여,56세,중상
2022100500100586,2022년 10월 5일 22시,수요일,전라북도 전주시 덕진구 진북동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,20세,상해없음,자전거,남,43세,중상
2022100500100600,2022년 10월 5일 23시,수요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,원동기,여,24세,상해없음,승용,남,22세,경상
2022100600100041,2022년 10월 6일 06시,목요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,승용,여,71세,경상
2022100600100098,2022년 10월 6일 08시,목요일,전라북도 전주시 완산구 서신동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,71세,상해없음,보행자,남,21세,중상
2022100600100400,2022년 10월 6일 17시,목요일,전라북도 전주시 덕진구 팔복동2가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,승용,여,49세,경상
2022100600100444,2022년 10월 6일 18시,목요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,46세,기타불명,개인형이동수단(PM),남,26세,경상
2022100700100613,2022년 10월 7일 20시,금요일,전라북도 전주시 덕진구 덕진동1가,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,75세,상해없음,,,,
2022100800100140,2022년 10월 8일 09시,토요일,전라북도 전주시 완산구 태평동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,55세,상해없음,승용,여,52세,경상
2022100800100168,2022년 10월 8일 10시,토요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,여,33세,경상
2022100800100215,2022년 10월 8일 11시,토요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,48세,상해없음,승용,여,42세,경상
2022100800100264,2022년 10월 8일 12시,토요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,75세,상해없음,보행자,남,50세,경상
2022100800100345,2022년 10월 8일 14시,토요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,22세,상해없음,자전거,남,26세,경상
2022100800100506,2022년 10월 8일 18시,토요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,20세,상해없음,화물,여,42세,경상
2022100800100553,2022년 10월 8일 19시,토요일,전라북도 전주시 덕진구 우아동2가,사망사고,1,0,0,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,남,24세,상해없음,승용,남,69세,상해없음
2022100800100618,2022년 10월 8일 21시,토요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,21세,상해없음,화물,남,57세,경상
2022100900100035,2022년 10월 9일 02시,일요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,여,33세,경상
2022100900100405,2022년 10월 9일 19시,일요일,전라북도 전주시 완산구 서서학동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,58세,상해없음,화물,남,62세,경상
2022100900100406,2022년 10월 9일 19시,일요일,전라북도 전주시 덕진구 송천동1가,중상사고,0,1,0,0,차대사람 - 횡단중,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,이륜,남,37세,상해없음,보행자,여,51세,중상
2022100900100503,2022년 10월 9일 22시,일요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,흐림,교차로 - 교차로안,이륜,남,56세,상해없음,보행자,남,56세,경상
2022100900100504,2022년 10월 9일 22시,일요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,흐림,교차로 - 교차로부근,승용,남,65세,상해없음,승용,남,31세,경상
2022101000100255,2022년 10월 10일 15시,월요일,전라북도 전주시 완산구 서신동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,승용,남,49세,경상
2022101000100256,2022년 10월 10일 15시,월요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,흐림,교차로 - 교차로횡단보도내,승용,남,41세,상해없음,보행자,여,68세,경상
2022101000100364,2022년 10월 10일 18시,월요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,67세,상해없음,승용,남,28세,경상
2022101000100444,2022년 10월 10일 21시,월요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,4,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,화물,남,58세,상해없음,승용,남,37세,중상
2022101100100033,2022년 10월 11일 05시,화요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,여,46세,경상
2022101100100076,2022년 10월 11일 07시,화요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,2,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,78세,상해없음,승용,여,54세,경상
2022101100100203,2022년 10월 11일 10시,화요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,68세,상해없음,승용,남,38세,경상
2022101100100299,2022년 10월 11일 13시,화요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,81세,상해없음,승용,여,48세,경상
2022101100100340,2022년 10월 11일 14시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,69세,기타불명,승용,남,36세,경상
2022101100100486,2022년 10월 11일 17시,화요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,47세,상해없음,승용,여,59세,경상
2022101100100592,2022년 10월 11일 19시,화요일,전라북도 전주시 덕진구 금상동,중상사고,0,1,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,이륜,남,17세,중상
2022101100100680,2022년 10월 11일 23시,화요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승합,남,43세,상해없음
2022101200100191,2022년 10월 12일 10시,수요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,62세,상해없음,승용,여,32세,경상
2022101200100326,2022년 10월 12일 14시,수요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,여,27세,경상
2022101200100365,2022년 10월 12일 15시,수요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,19세,부상신고,승용,여,53세,경상
2022101200100491,2022년 10월 12일 18시,수요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,66세,상해없음,승용,남,29세,경상
2022101300100023,2022년 10월 13일 02시,목요일,전라북도 전주시 덕진구 장동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,남,67세,경상
2022101300100031,2022년 10월 13일 03시,목요일,전라북도 전주시 완산구 서신동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,개인형이동수단(PM),남,21세,중상
2022101300100048,2022년 10월 13일 05시,목요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,50세,상해없음,보행자,남,61세,경상
2022101300100077,2022년 10월 13일 07시,목요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 서리/결빙,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,남,56세,경상
2022101300100200,2022년 10월 13일 10시,목요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,2,0,차대차 - 기타,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,여,45세,경상
2022101300100399,2022년 10월 13일 16시,목요일,전라북도 전주시 덕진구 팔복동2가,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,이륜,남,55세,중상
2022101300100503,2022년 10월 13일 18시,목요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,남,50세,경상
2022101300100637,2022년 10월 13일 22시,목요일,전라북도 전주시 완산구 중화산동2가,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,이륜,여,32세,중상
2022101400100004,2022년 10월 14일 00시,금요일,전라북도 전주시 완산구 효자동2가,사망사고,1,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,18세,사망,,,,
2022101400100073,2022년 10월 14일 07시,금요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,남,46세,경상
2022101400100104,2022년 10월 14일 08시,금요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,자전거,남,77세,경상
2022101400100278,2022년 10월 14일 13시,금요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,남,6세,경상
2022101400100358,2022년 10월 14일 15시,금요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,67세,상해없음,승용,남,39세,경상
